Issue_id_Summary,Issue id,Summary,clean_summary,cluster
"12695	""Eval reopens without clicking on """"Reopen and Save Settings"""" button""",12695,"""Eval reopens without clicking on """"Reopen and Save Settings"""" button""",eval reopens without clicking reopen save setting button,10
"12045	""""""Modification of answers allowed"""" eval option should be editable while the eval is open""",12045,"""""""Modification of answers allowed"""" eval option should be editable while the eval is open""",modification answer allowed eval option editable eval open,10
12331	odd characters appears in XLS & CSV export,12331,odd characters appears in XLS & CSV export,odd character appears xl csv export,0
12677	messages_en_GB.properties should not be in shared svn,12677,messages_en_GB.properties should not be in shared svn,messages_en_gb property shared svn,10
"11676	""Remove """"reset config cache"""" button""",11676,"""Remove """"reset config cache"""" button""",remove reset config cache button,10
12921	Make institution-specific features generic features,12921,Make institution-specific features generic features,make institution specific feature generic feature,0
12672	new evaluation message has wrong value in TO field.,12672,new evaluation message has wrong value in TO field.,new evaluation message wrong value field,3
11671	Instructor gets stacktrace when viewing results of eval released to mult. sites,11671,Instructor gets stacktrace when viewing results of eval released to mult. sites,instructor get stacktrace viewing result eval released mult site,14
30567	Section and Group memberships lost when using 'Create Site from template' and both 'Copy Users' and Copy Content' are selected,30567,Section and Group memberships lost when using 'Create Site from template' and both 'Copy Users' and Copy Content' are selected,section group membership lost using create site template copy user copy content selected,7
12783	more than one root node created during initial deployment in clustered environment,12783,more than one root node created during initial deployment in clustered environment,one root node created initial deployment clustered environment,19
11661	set return path of email to be same as from address,11661,set return path of email to be same as from address,set return path email address,10
12229	Sort order for own vs. public templates + authorization issue,12229,Sort order for own vs. public templates + authorization issue,sort order v public template authorization issue,16
12020	Evaluation notifications field limitation,12020,Evaluation notifications field limitation,evaluation notification field limitation,3
13104	add a 'continue later' button,13104,add a 'continue later' button,add continue later button,14
12016	Refactor isEvalGroupPublished and getFilteredEvalGroupsForUser methods,12016,Refactor isEvalGroupPublished and getFilteredEvalGroupsForUser methods,refactor isevalgrouppublished getfilteredevalgroupsforuser method,10
12524	Access a survey which you aren't allowed access to doesn't generate a good status code.,12524,Access a survey which you aren't allowed access to doesn't generate a good status code.,access survey allowed access generate good status code,0
12316	When survey is half created accessing it through /direct gives incorrect error.,12316,When survey is half created accessing it through /direct gives incorrect error.,survey half created accessing direct give incorrect error,19
"11656	""list """"ideal scale point"""" on CSV and XSL export""",11656,"""list """"ideal scale point"""" on CSV and XSL export""",list ideal scale point csv xsl export,0
12012	Public template still say they are private to non admin users,12012,Public template still say they are private to non admin users,public template still say private non admin user,18
12516	Exception handling for some cases exposes hibernate logic,12516,Exception handling for some cases exposes hibernate logic,exception handling case expose hibernate logic,19
11997	Email message to survey creator gives results date = end date instead of extension date,11997,Email message to survey creator gives results date = end date instead of extension date,email message survey creator give result date end date instead extension date,12
12192	Evaluation as a 'condition provider' for Conditional release,12192,Evaluation as a 'condition provider' for Conditional release,evaluation condition provider conditional release,3
12504	editing a suggested (expert) question,12504,editing a suggested (expert) question,editing suggested expert question,11
"60901	""New way of sharing resources - """"available to all authenticated users""""""",60901,"""New way of sharing resources - """"available to all authenticated users""""""",new way sharing resource available authenticated user,18
12302	Ability to mass delete questions,12302,Ability to mass delete questions,ability mass delete question,11
13129	Assign Evalutation should allow for adding all users in a provider (roster),13129,Assign Evalutation should allow for adding all users in a provider (roster),assign evalutation allow adding user provider roster,18
11993	save a default UMD ResultsSharing in Eval Items,11993,save a default UMD ResultsSharing in Eval Items,save default umd resultssharing eval item,15
12640	Show summary of responses per group,12640,Show summary of responses per group,show summary response per group,7
43751	/access/wiki pages don't convert jsMath,43751,/access/wiki pages don't convert jsMath,access wiki page convert jsmath,16
11834	Impossible to translate remove- Add Scale Point  button of modify_item.html,11834,Impossible to translate remove- Add Scale Point  button of modify_item.html,impossible translate remove add scale point button modify_item html,14
11683	Ability to copy (duplicate) template questions in Course Evaluations,11683,Ability to copy (duplicate) template questions in Course Evaluations,ability copy duplicate template question course evaluation,11
12170	Addition of matrix-type question,12170,Addition of matrix-type question,addition matrix type question,11
12791	error with maintainer trying to modify attributes of a suggested question,12791,error with maintainer trying to modify attributes of a suggested question,error maintainer trying modify attribute suggested question,11
12167	eval-evaluation provider must provide user friendly error messages,12167,eval-evaluation provider must provide user friendly error messages,eval evaluation provider must provide user friendly error message,3
11679	Adding/removing students to sites to which evaluation has been released to,11679,Adding/removing students to sites to which evaluation has been released to,adding removing student site evaluation released,3
12895	Ability to change the rating scale of grouped questions,12895,Ability to change the rating scale of grouped questions,ability change rating scale grouped question,11
12788	Logged in users cannot submit more than once in an Anonymous Eval,12788,Logged in users cannot submit more than once in an Anonymous Eval,logged user cannot submit anonymous eval,18
11829	Instructor widget display all courses being evaluated whether teaching or not,11829,Instructor widget display all courses being evaluated whether teaching or not,instructor widget display course evaluated whether teaching,7
11666	Distinguishing the courses/groups being evaluated in the excel spreadsheet,11666,Distinguishing the courses/groups being evaluated in the excel spreadsheet,distinguishing course group evaluated excel spreadsheet,7
34729	Add header template for licensing plugin,34729,Add header template for licensing plugin,add header template licensing plugin,16
12021	Ability to categorize items in My Items,12021,Ability to categorize items in My Items,ability categorize item item,2
13114	Display Group Title in Instructor widget in summary page,13114,Display Group Title in Instructor widget in summary page,display group title instructor widget summary page,7
12140	Modify evaluations tables to use unique sequences rather than default hibernate_sequence,12140,Modify evaluations tables to use unique sequences rather than default hibernate_sequence,modify evaluation table use unique sequence rather default hibernate_sequence,15
12481	Allow organizations to supply custom data for the preloader,12481,Allow organizations to supply custom data for the preloader,allow organization supply custom data preloader,0
12317	Error when trying to view reports after upgrade from 1.2.0 to 1.2.1,12317,Error when trying to view reports after upgrade from 1.2.0 to 1.2.1,error trying view report upgrade,20
12314	Deadlock from multiple record insertion (mysql index locking),12314,Deadlock from multiple record insertion (mysql index locking),deadlock multiple record insertion mysql index locking,0
43519	Display user name in addition to user id in presence / online  admin tool,43519,Display user name in addition to user id in presence / online  admin tool,display user name addition user id presence online admin tool,18
12004	Ensure consistency of block item definitions between item and block parent,12004,Ensure consistency of block item definitions between item and block parent,ensure consistency block item definition item block parent,10
11852	Missing evaluation data prevents Sakai from starting up,11852,Missing evaluation data prevents Sakai from starting up,missing evaluation data prevents sakai starting,3
12123	Auto included questions (in evaluations) should not be removable,12123,Auto included questions (in evaluations) should not be removable,auto included question evaluation removable,11
11992	Filtering of templates/items based on autotags,11992,Filtering of templates/items based on autotags,filtering template item based autotags,16
11848	Reports/summaries for the results of an evaluation,11848,Reports/summaries for the results of an evaluation,report summary result evaluation,20
11634	Report interface,11634,Report interface,report interface,20
13093	JSON export of evaluation results,13093,JSON export of evaluation results,json export evaluation result,3
12949	Presentation of results where some statistical measures and correlations can be seen,12949,Presentation of results where some statistical measures and correlations can be seen,presentation result statistical measure correlation seen,10
12305	Hide inappropriate answers,12305,Hide inappropriate answers,hide inappropriate answer,0
11691	UI for controlling wether a question is long term or not.,11691,UI for controlling wether a question is long term or not.,ui controlling wether question long term,11
13089	Long Term questions (no copy) for statistical purposes ,13089,Long Term questions (no copy) for statistical purposes ,long term question copy statistical purpose,11
12947	UI for providing translations of questions and scales.,12947,UI for providing translations of questions and scales.,ui providing translation question scale,11
12824	Set of improvements needed by Uppsala University,12824,Set of improvements needed by Uppsala University,set improvement needed uppsala university,10
11689	Take site publication status into account for email notifications and eval delivery,11689,Take site publication status into account for email notifications and eval delivery,take site publication status account email notification eval delivery,18
